"Name","DNS Name","PowerState","Status","VMHost","Guest OS","NumCpu"
"SIGNAPDRS01","SIGNAPDRS01.mercantile.co.za","PoweredOn","green","vmesxdrs09.mercantile.co.za","Microsoft Windows Server 2016 or later (64-bit)","8"
"CAASYSDRS01","CAASYSDRS01.mercantile.co.za","PoweredOn","green","vmesxdrs09.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","4"
"RECDRS01","RECDRS01.mblcard.co.za","PoweredOn","green","vmesxdrs08.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","8"
"HONDRS01","HONDRS01.mercantile.co.za","PoweredOn","green","vmesxdrs07.mercantile.co.za","Microsoft Windows Server 2008 R2 (64-bit)","4"
"NGINXIBDRS01","nginxibdrs01.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","CentOS 7 (64-bit)","2"
"MQAPDRS01","mqapdrs01.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","CentOS 4/5 or later (64-bit)","2"
"MEBBACK","mebback.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","Microsoft Windows Server 2003 Standard (64-bit)","4"
"SHRDRS01","SHRDRS01.mercantile.co.za","PoweredOn","green","vmesxdrs08.mercantile.co.za","Microsoft Windows Server 2016 or later (64-bit)","4"
"WSOMCDRS01",,"PoweredOn","green","vmesxdrs09.mercantile.co.za",,"2"
"NGADBDRS01",,"PoweredOn","green","vmesxdrs09.mercantile.co.za",,"8"
"FSDRS01","FSDRS01.mercantile.co.za","PoweredOn","green","vmesxdrs07.mercantile.co.za","Microsoft Windows Server 2008 R2 (64-bit)","4"
"PRMFSDRS01","PRMFSDRS01.mblcard.co.za","PoweredOn","green","vmesxdrs07.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","4"
"wsoscdrs01",,"PoweredOn","green","vmesxdrs11.mercantile.co.za",,"2"
"APPFSDRS01",,"PoweredOn","green","vmesxdrs08.mercantile.co.za",,"4"
"NGAAPDRS01","NGAAPDRS01.mblcard.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","2"
"INHSDRS01","INHSDRS01.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","4"
"BWAPIDRS01",,"PoweredOn","green","vmesxdrs07.mercantile.co.za",,"2"
"XSOARDRS01",,"PoweredOn","green","vmesxdrs07.mercantile.co.za",,"16"
"WASDRS03","WASDRS03.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","6"
"BLNDRS03","blndrs03.mercantile.co.za","PoweredOn","green","vmesxdrs09.mercantile.co.za","Microsoft Windows Server 2003 Standard (64-bit)","2"
"MERCDRJUMP01","MERCJUMPDRS01.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","Microsoft Windows Server 2016 or later (64-bit)","12"
"BPGDBDRS01","bpgdbdrs01.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","Red Hat Enterprise Linux 6 (64-bit)","4"
"CAASYSDRS02","CAASYSDRS02.mercantile.co.za","PoweredOn","green","vmesxdrs11.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","4"
"PRTDRS01","PRTDRS01.mblcard.co.za","PoweredOn","green","vmesxdrs07.mercantile.co.za","Microsoft Windows Server 2012 (64-bit)","8"
